year,region,country,Life_exp,BMI,Alcohol,HIV,Polio,Fertility
2008,Europe,Belarus,70,58.2,14.67,0.1,98,1.488
2008,Europe,Lithuania,71.1,59.3,13.3,0.1,96,1.45
2008,Europe,Czechia,77,62.6,13.25,0.1,99,
2008,Europe,Ireland,79.8,57.4,12.66,0.1,93,2.06
2008,Europe,Portugal,79,56.5,12.35,0.1,97,1.39
2008,Europe,Croatia,76,59.4,12.06,0.1,96,1.55
2008,Europe,Russian Federation,67.5,56.6,12.04,0.3,98,1.502
2008,Europe,Austria,84,54.2,12,0.1,83,1.42
2008,Europe,Romania,73.1,55.6,11.9,0.1,95,1.6
2008,Oceania,Australia,81.3,62.9,10.76,0.1,92,1.984
2008,Oceania,New Zealand,81,63.8,9.49,0.1,89,2.19
2008,Oceania,Samoa,72.5,71.4,3.97,0.1,54,4.426
2008,Oceania,Micronesia (Federated States of),68.4,65.2,1.97,0.1,88,
2008,Oceania,Fiji,68.7,57.3,1.95,0.1,99,2.735
2008,Oceania,Vanuatu,75,47.4,1.18,0.1,66,3.608
2008,Oceania,Tonga,72.6,71.5,1.1,0.1,88,4.012
2008,Oceania,Solomon Islands,68,44.7,1.09,0.1,94,4.359
2009,Africa,Uganda,57.5,15.9,9.63,8.1,78,6.247
2009,Africa,Nigeria,51.6,21.6,9.05,4.9,66,5.872
2009,Africa,Gabon,61.7,33,8.64,8,74,4.112
2009,Africa,Namibia,62.4,31,7.99,8.7,83,3.606
2009,Africa,Equatorial Guinea,55.7,21.7,7.97,7.3,57,5.288
2009,Africa,South Africa,56.5,46.4,7.6,19,75,2.603
2009,Africa,Rwanda,61,17.7,7.11,2.8,93,4.644
2009,Africa,Angola,49.1,19.8,7.01,2.5,63,6.238
2009,Africa,Cameroon,54.8,25.4,5.89,6.3,79,5.167
2009,Africa,Botswana,59.2,34.7,5.01,9,96,2.891
2009,Americas,Saint Lucia,74.3,43,11.09,0.1,95,
2009,Americas,Bahamas,74.6,6.7,9.29,0.1,97,
2009,Americas,United States of America,78.5,66.3,8.71,0.1,93,
2009,Americas,Barbados,74.6,49.9,8.46,0.1,93,1.777
2009,Americas,Grenada,72.4,43.1,8.42,0.1,99,2.262
2009,Americas,Canada,81,63.6,8.4,0.1,89,1.668
2009,Americas,Argentina,75.6,59.2,8.33,0.1,97,2.382
2009,Americas,Antigua and Barbuda,75.4,43.8,7.82,0.1,98,2.146
2009,Americas,Chile,79.3,59.9,7.67,0.1,94,1.903
2009,Americas,Venezuela (Bolivarian Republic of),73.6,58.8,7.59,0.1,75,
2009,Asia,Cyprus,79.3,57.3,10.8,0.1,99,1.443
2009,Asia,Japan,83,26.4,7.09,0.1,99,1.37
2009,Asia,Georgia,73.2,51.3,6.66,0.1,93,1.873
2009,Asia,Kazakhstan,67.8,48.5,6.64,0.1,99,2.55
2009,Asia,Thailand,73.7,26.8,5.88,0.3,99,1.551
2009,Asia,Lao People's Democratic Republic,63.1,17.3,5.18,0.2,67,
2009,Asia,China,74.9,27.3,4.88,0.1,99,1.586
2009,Asia,Mongolia,66.9,45.9,4.61,0.1,96,2.539
2009,Asia,Philippines,68,22.1,4.42,0.1,86,3.214
2009,Asia,Armenia,73.3,5.7,3.96,0.1,94,1.703
2009,Europe,Estonia,74.9,57.1,15.04,0.1,95,1.7
2009,Europe,Belarus,70,58.7,14.09,0.1,98,1.509
2009,Europe,Czechia,77.1,63.1,13.23,0.1,99,
2009,Europe,Lithuania,72.2,59.7,12.4,0.1,98,1.5
2009,Europe,Croatia,76.3,6,12.21,0.1,96,1.58
2009,Europe,Portugal,79.3,57.3,12.03,0.1,96,1.34
2009,Europe,France,81.1,59.6,11.8,0.1,98,2
2009,Europe,Hungary,74.2,61.1,11.46,0.1,99,1.32
2009,Europe,Luxembourg,83,58.8,11.42,0.1,96,1.59
2009,Europe,Ireland,79.7,58.2,11.41,0.1,94,2.06
2009,Oceania,Australia,81.7,63.4,10.62,0.1,92,1.971
2009,Oceania,New Zealand,85,64.3,9.24,0.1,92,2.13
2009,Oceania,Samoa,76,72,2.88,0.1,45,4.388
2009,Oceania,Fiji,68.9,58,2.31,0.1,99,2.701
2009,Oceania,Micronesia (Federated States of),68.5,65.8,2.06,0.1,81,
2009,Oceania,Solomon Islands,68.1,45.5,1.21,0.1,98,4.3
2009,Oceania,Tonga,72.5,72.1,1.08,0.1,86,3.963
2010,Africa,Uganda,58.4,16.3,10.03,8,79,6.154
2010,Africa,Equatorial Guinea,56.1,22.1,9.93,7.2,59,5.209
2010,Africa,Nigeria,52,22.2,8.9,4.8,54,5.839
2010,Africa,Gabon,62.3,33.5,8.85,7,68,4.083
2010,Africa,Rwanda,62.8,18.3,7.92,2.3,93,4.515
2010,Africa,Angola,49.6,2.4,7.8,2.5,81,6.162
2010,Africa,Namibia,63,31.8,7.58,6.2,83,3.605
2010,Africa,South Africa,58,47.2,7.28,11,72,2.588
2010,Africa,Seychelles,72.4,33.5,6.51,0.1,99,2.17
2010,Africa,Cameroon,55.3,26,6.15,5.5,83,5.111
2010,Americas,Saint Lucia,74.2,43.8,10.87,0.1,97,
2010,Americas,Bahamas,75,61.3,9.19,0.2,97,
2010,Americas,United States of America,78.7,66.9,8.55,0.1,93,
2010,Americas,Barbados,74.7,5.7,8.41,0.1,9,1.781
2010,Americas,Canada,81.2,64.1,8.4,0.1,88,1.6269
2010,Americas,Argentina,75.5,59.8,8.15,0.1,95,2.37
2010,Americas,Chile,79.1,6.6,7.93,0.1,92,1.879
2010,Americas,Grenada,72.6,43.9,7.91,0.1,94,2.24
2010,Americas,Antigua and Barbuda,75.6,44.4,7.84,0.1,99,2.13
2010,Americas,Guyana,65.9,42.4,7.52,0.4,95,2.655
2010,Asia,Cyprus,79.5,57.8,11.32,0.1,99,1.424
2010,Asia,Georgia,73.8,52,7.24,0.1,88,1.918
2010,Asia,Japan,83,26.9,6.9,0.1,98,1.39
2010,Asia,Kazakhstan,67.8,49.2,6.83,0.1,98,2.6
2010,Asia,Thailand,73.9,27.9,5.95,0.2,99,1.547
2010,Asia,Lao People's Democratic Republic,63.6,18,5.95,0.3,76,
2010,Asia,Mongolia,66.3,46.9,5.8,0.1,96,2.637
2010,Asia,China,75,28.1,5.75,0.1,99,1.59
2010,Asia,Philippines,67.9,22.6,4.85,0.1,78,3.158
2010,Asia,Armenia,73.5,51.2,4.23,0.1,96,1.693
2010,Europe,Estonia,75.6,57.6,14.97,0.1,94,1.72
2010,Europe,Belarus,73,59.3,14.44,0.1,99,1.494
2010,Europe,Lithuania,72.4,6,12.9,0.1,95,1.5
2010,Europe,Czechia,77.5,63.6,12.69,0.1,99,
2010,Europe,Portugal,79.6,58.1,12.25,0.1,97,1.39
2010,Europe,Croatia,76.6,6.6,12.1,0.1,97,1.55
2010,Europe,Austria,84,55.2,12.1,0.1,86,1.44
2010,Europe,Ireland,86,58.9,11.88,0.1,94,2.05
2010,Europe,France,81.3,6.1,11.7,0.1,99,2.03
2010,Europe,Luxembourg,86,59.2,11.36,0.1,96,1.63
2010,Oceania,Australia,81.9,63.9,10.52,0.1,92,1.928
2010,Oceania,New Zealand,89,64.8,9.62,0.1,93,2.17
2010,Oceania,Samoa,72.6,72.5,3.01,0.1,57,4.338
2010,Oceania,Fiji,69.1,58.7,2.25,0.1,99,2.669
2010,Oceania,Micronesia (Federated States of),68.7,66.4,1.76,0.1,85,
2010,Oceania,Tonga,72.8,72.7,1.24,0.1,84,3.913
2010,Oceania,Solomon Islands,68.3,46.4,1.1,0.1,94,4.235
2011,Africa,Equatorial Guinea,56.2,22.6,10.99,7.7,39,5.126
2011,Africa,Uganda,59.3,16.7,10.22,6.8,82,6.059
2011,Africa,Seychelles,72.6,34.2,9.72,0.1,99,2.38
2011,Africa,Gabon,62.8,34.1,8.9,6,75,4.05
2011,Africa,Nigeria,52.3,22.8,8.75,4.7,48,5.802
2011,Africa,Rwanda,63.8,18.9,8.34,1.3,93,4.389
2011,Africa,Angola,51,21,8.06,2.5,73,6.082
2011,Africa,Namibia,64.3,32.5,7.84,4.7,85,3.6
2011,Africa,South Africa,58.9,47.9,7.38,8.5,69,2.572
2011,Africa,Cameroon,55.6,26.6,6.19,4.9,8,5.049
2011,Americas,Saint Lucia,74.6,44.5,10.43,0.1,99,
2011,Americas,Bahamas,75,62,9.34,0.1,97,
2011,Americas,United States of America,78.7,67.5,8.67,0.1,94,
2011,Americas,Barbados,74.9,51.4,8.51,0.1,91,1.785
2011,Americas,Canada,81.5,64.7,8.2,0.1,87,1.61
2011,Americas,Argentina,75.7,6.4,8.11,0.1,93,2.358
2011,Americas,Grenada,72.9,44.7,7.84,0.1,95,2.217
2011,Americas,Antigua and Barbuda,75.7,45.1,7.84,0.1,99,2.115
2011,Americas,Brazil,74.1,52.8,7.58,0.1,98,1.79
2011,Americas,Guyana,65.6,43.2,7.56,0.4,93,2.63
2011,Asia,Cyprus,79.7,58.3,10.69,0.1,99,1.405
2011,Asia,Georgia,73.9,52.8,8.14,0.1,88,1.954
2011,Asia,Japan,82.5,27.4,7.39,0.1,96,1.39
2011,Asia,Kazakhstan,68.5,49.9,6.63,0.1,99,2.59
2011,Asia,Thailand,74.1,29,6.07,0.2,99,1.542
2011,Asia,China,75.2,29,5.63,0.1,99,1.594
2011,Asia,Lao People's Democratic Republic,64,18.7,5.39,0.3,79,
2011,Asia,Philippines,68,23.1,4.96,0.1,87,3.109
2011,Asia,Armenia,73.9,51.9,4.09,0.1,96,1.68
2011,Asia,Viet Nam,75.4,14.7,3.94,0.1,96,
2011,Europe,Belarus,72,59.9,17.31,0.1,98,1.515
2011,Europe,Lithuania,72.8,6.5,12.66,0.1,92,1.55
2011,Europe,Czechia,77.8,64,12.43,0.1,99,
2011,Europe,Croatia,77,61.3,12.19,0.1,96,1.48
2011,Europe,Austria,88,55.7,12.04,0.1,89,1.43
2011,Europe,Portugal,82,58.8,11.92,0.1,97,1.35
2011,Europe,France,81.7,6.6,11.8,0.1,99,2.01
2011,Europe,Ireland,84,59.7,11.72,0.1,95,2.03
2011,Europe,Hungary,74.8,62.4,11.51,0.1,99,1.23
2011,Europe,Luxembourg,88,59.6,11.5,0.1,96,1.52
2011,Oceania,Australia,82,64.4,10.3,0.1,92,1.926
2011,Oceania,New Zealand,86,65.3,9.47,0.1,95,2.09
2011,Oceania,Samoa,73,72.9,2.15,0.1,6,4.277
2011,Oceania,Micronesia (Federated States of),68.9,67,1.89,0.1,83,
2012,Africa,Equatorial Guinea,56.7,23,11.89,8.2,3,5.04
2012,Africa,Nigeria,52.7,23.5,8.54,4.4,42,5.758
2012,Africa,Gabon,63.5,34.6,8.3,4.9,8,4.01
2012,Africa,Angola,56,21.5,8.24,2.6,75,6
2012,Africa,South Africa,59.2,48.7,7.38,7.6,65,2.554
2012,Africa,Zimbabwe,56.6,3.3,6.09,8.8,95,3.996
2012,Africa,Burkina Faso,58.6,17.7,4.75,0.8,9,5.693
2012,Africa,Côte d'Ivoire,52,26.2,3.24,2.9,83,
2012,Africa,Zambia,59.2,21.7,2.59,5.6,7,5.242
2012,Africa,Ethiopia,63.3,16.4,1.84,1.2,7,4.677
2012,Americas,Saint Lucia,74.7,45.2,9.99,0.1,98,
2012,Americas,Bahamas,74.9,62.6,9.5,0.2,99,
2012,Americas,United States of America,78.8,68,8.82,0.1,93,
2012,Americas,Barbados,75.1,52.2,8.61,0.1,88,1.788
2012,Americas,Argentina,75.9,61,8.35,0.1,99,2.347
2012,Americas,Canada,81.6,65.3,8.3,0.1,99,1.6142
2012,Americas,Antigua and Barbuda,75.9,45.7,8.18,0.2,97,2.102
2012,Americas,Grenada,73.1,45.6,8.07,0.1,98,2.194
2012,Americas,Guyana,65.8,44.1,7.57,0.3,97,2.606
2012,Americas,Brazil,74.5,53.6,7.55,0.1,96,1.777
2012,Asia,Cyprus,80,58.7,10.55,0.1,99,1.388
2012,Asia,Georgia,74.2,53.6,7.71,0.1,93,1.98
2012,Asia,Japan,83.3,27.8,7.39,0.1,99,1.41
2012,Asia,Kazakhstan,69.1,5.6,6.82,0.1,98,2.62
2012,Asia,Thailand,74.3,3.1,6.56,0.1,99,1.534
2012,Asia,China,75.4,3,5.74,0.1,99,1.599
2012,Asia,Philippines,68.1,23.7,5.02,0.1,88,3.067
2012,Asia,Viet Nam,75.6,15.3,4.12,0.1,97,
2012,Asia,Armenia,74.4,52.6,3.89,0.1,96,1.664
2012,Asia,India,67.3,17,3.1,0.2,79,2.475
2012,Europe,Belarus,71.9,6.5,16.35,0.1,98,1.62
2012,Europe,Lithuania,73,6.9,15.14,0.1,93,1.6
2012,Europe,Czechia,78,64.5,12.71,0.1,99,
2012,Europe,Austria,88,56.1,12.26,0.1,92,1.44
2012,Europe,Portugal,83,59.5,11.96,0.1,98,1.28
2012,Europe,France,81.5,61.1,11.5,0.1,99,2.01
2012,Europe,Ireland,85,6.5,11.49,0.1,95,2
2012,Europe,Croatia,77.1,61.9,11.49,0.1,96,1.51
2012,Europe,Luxembourg,81.1,6.1,11.34,0.1,99,1.57
2012,Europe,Hungary,75,63,11.27,0.1,99,1.34
2012,Oceania,Australia,82.3,65,10.03,0.1,92,1.917
2012,Oceania,New Zealand,81.1,65.9,9.2,0.1,93,2.1
2012,Oceania,Micronesia (Federated States of),69,67.5,2.98,0.1,81,
2013,Africa,Equatorial Guinea,57.4,23.5,10.72,5.7,3,4.952
2013,Africa,Gabon,64.6,35.2,8.86,3.7,77,3.963
2013,Africa,Nigeria,53.2,24.1,8.3,3.9,46,5.709
2013,Africa,Angola,51.1,22.1,8.1,2.3,67,5.92
2013,Africa,South Africa,69,49.5,7.34,4.5,73,2.533
2013,Africa,Zimbabwe,58,3.8,6.39,6.8,95,3.957
2013,Africa,Burkina Faso,59,18.2,4.64,0.7,89,5.607
2013,Africa,Côte d'Ivoire,52.3,26.8,3.15,2.4,79,
2013,Africa,Zambia,63,22.3,2.41,4.8,74,5.171
2013,Africa,Ethiopia,63.7,16.8,1.86,0.9,7,4.556
2013,Americas,Saint Lucia,74.8,45.9,9.73,0.1,99,
2013,Americas,Bahamas,74.8,63.2,9.42,0.1,97,
2013,Americas,United States of America,78.9,68.6,8.82,0.1,93,
2013,Americas,Barbados,75.2,53,8.74,0.1,91,1.791
2013,Americas,Antigua and Barbuda,76.1,46.4,8.58,0.2,98,2.089
2013,Americas,Saint Kitts and Nevis,,5.2,8.54,0.1,96,
2013,Americas,Argentina,76,61.6,8.28,0.1,99,2.335
2013,Americas,Grenada,73.3,46.5,8.25,0.1,98,2.171
2013,Americas,Canada,81.8,65.8,8.2,0.1,91,1.587
2013,Americas,Guyana,65.9,45,7.56,0.3,98,2.582
2013,Asia,Cyprus,81,59.2,9.04,0.1,99,1.373
2013,Asia,Japan,83.5,28.2,7.55,0.1,99,1.43
2013,Asia,Thailand,74.5,31.3,6.5,0.1,99,1.524
2013,Asia,Kazakhstan,69.5,51.4,6.48,0.1,98,2.64
2013,Asia,Georgia,74.5,54.4,5.91,0.1,94,1.996
2013,Asia,China,75.6,3.9,5.79,0.1,99,1.604
2013,Asia,Philippines,68.1,24.3,4.61,0.1,84,3.028
2013,Asia,Viet Nam,75.7,16,4,0.1,93,
2013,Asia,Armenia,74.4,53.3,3.79,0.1,96,1.648
2013,Asia,India,67.6,17.5,3.11,0.2,82,2.425
2013,Europe,Lithuania,73,61.4,15.04,0.1,93,1.59
2013,Europe,Belarus,71.7,61.1,14.66,0.1,98,1.668
2013,Europe,Czechia,78.2,65.1,12.45,0.1,99,
2013,Europe,Croatia,77.7,62.5,12.39,0.1,96,1.46
2013,Europe,Bulgaria,74.1,64.5,12.06,0.1,95,1.48
2013,Europe,Austria,81.1,56.6,11.82,0.1,95,1.44
2013,Europe,Belgium,87,63,11.77,0.1,99,1.75
2013,Europe,Poland,77.1,6.4,11.63,0.1,95,1.29
2013,Europe,France,82,61.6,11.1,0.1,99,1.99
2013,Europe,Luxembourg,81.4,6.5,11.02,0.1,99,1.55
2013,Oceania,Australia,82.5,65.5,9.87,0.1,91,1.851
2013,Oceania,New Zealand,81.3,66.4,9.18,0.1,92,2.01
2013,Oceania,Micronesia (Federated States of),69.2,68.1,1.67,0.1,81,
2014,Africa,Angola,51.7,22.7,8.33,2,68,5.841
2014,Africa,South Africa,62,5.3,7.38,3.7,77,2.51
2014,Africa,Zimbabwe,59.2,31.3,6.5,6.3,92,3.903
2014,Africa,Tunisia,75.1,6.2,1.39,0.1,98,2.234
2014,Americas,Saint Lucia,75,46.7,9.97,0.1,99,
2014,Americas,Bahamas,75.4,63.8,9.45,0.1,96,
2014,Americas,United States of America,79.1,69.1,8.82,0.1,93,
2014,Americas,Barbados,75.4,53.7,8.82,0.1,95,1.794
2014,Americas,Antigua and Barbuda,76.2,47,8.56,0.2,96,2.076
2014,Americas,Grenada,73.5,47.4,8.42,0.1,81,2.148
2014,Americas,Canada,82,66.4,8.1,0.1,91,1.5818
2014,Americas,Argentina,76.2,62.2,7.93,0.1,92,2.322
2014,Americas,Guyana,66,45.9,7.64,0.3,97,2.559
2014,Americas,Brazil,74.8,55.3,7.32,0.1,96,1.753
2014,Asia,Thailand,74.6,32.4,6.41,0.1,99,1.512
2014,Asia,Kazakhstan,69.9,52.3,6.29,0.1,95,2.74
2014,Asia,Georgia,74.5,55.3,6.13,0.1,91,2.003
2014,Asia,China,75.8,31.9,5.78,0.1,99,1.61
2014,Asia,Philippines,68.4,24.8,4.52,0.1,77,2.992
2014,Asia,Viet Nam,75.9,16.7,4.09,0.1,96,
2014,Asia,Armenia,74.6,54.1,3.91,0.1,95,1.634
2014,Asia,India,68,18.1,3.07,0.2,84,2.384
2014,Asia,Turkmenistan,66,47.7,2.9,0.1,98,2.956
2014,Asia,Israel,82.2,64.6,2.62,0.1,95,3.08
2014,Europe,Lithuania,73.4,61.9,15.19,0.1,93,1.63
2014,Europe,Belarus,72,61.7,13.94,0.1,97,1.696
2014,Europe,Czechia,78.6,65.6,12.68,0.1,99,
2014,Europe,Belgium,89,63.4,12.6,0.1,99,1.74
2014,Europe,Austria,81.4,57.1,12.32,0.1,98,1.47
2014,Europe,Croatia,77.8,63.1,12.14,0.1,95,1.46
2014,Europe,Bulgaria,74.3,65.1,12.03,0.1,88,1.53
2014,Europe,France,82.2,62,11.5,0.1,98,2.01
2014,Europe,Luxembourg,81.7,6.9,11.12,0.1,99,1.5
2014,Europe,Germany,89,61.9,11.03,0.1,94,1.47
2014,Oceania,Australia,82.7,66.1,9.71,0.1,92,1.821
2014,Oceania,New Zealand,81.5,66.9,9.07,0.1,93,1.92
2014,Oceania,Micronesia (Federated States of),69.4,68.7,1.58,0.1,76,
2015,Asia,Singapore,83.1,33.2,1.79,0.1,96,1.24
2015,Europe,United Kingdom of Great Britain and Northern Ireland,81.2,66.6,10.66,0.1,96,
2015,Europe,Norway,81.8,61.2,5.97,0.1,95,1.72
2015,Europe,Albania,77.8,58,4.6,0.1,99,1.714
2015,Oceania,New Zealand,81.6,67.5,8.7,0.1,92,1.99
